1	6.9600005
10001	7.6
100036	7.4
1002001	7.4
1004172	5.5
10051	6.3599997
100516	6.9
1006810	5.1
10076	6.3333335
1009255	4.2
10099	7.2999997
1011	6.7
1011158	6.2
1012105	7.6
101233	4.1
101377	5.9
101399	5.1
101515	4.9
101518	6.15
101542	5.7
101666	7.0
101767	5.2
10179	6.12
101810	5.4
1018660	3.9
1018699	5.0
1018728	7.8
1023720	4.7
1024216	6.1
102445	6.475
1024823	4.6
102627	5.5
102634	5.1
1027017	6.5
1027737	6.1
102797	4.4
1030160	6.5
103031	6.2
1031144	6.6
1031972	6.6
1032	7.263157
1032103	5.5
1032536	7.0
1035	5.466667
103602	6.3
10367	6.2666664
1038	6.366667
10395	6.5
1039544	3.7
10400	6.2000003
1040955	4.9
1041549	4.4
1043404	7.0
1044	4.8
1044250	5.7
1044256	7.4
1045480	4.5
1046127	5.6
1046142	5.9
10491	6.3
105239	6.6
1053020	8.0
105313	6.8
1053420	7.6
1056121	7.3
105643	7.9
105648	7.1
1058138	3.1
1058257	5.5
10586	6.3599997
105860	5.3
105882	5.3
10601	6.7
1062805	6.6
1062889	5.6
106491	5.2
10702	6.25
1070340	3.5
107039	5.8
1070682	0.0
1071	6.6399994
107168	7.0
10723	6.614286
107274	6.5
107414	8.2
107446	6.925
107447	5.5
10757	6.1666665
107630	6.7
10765	5.2
107725	3.5
107730	5.6
10781	6.2599998
108	7.3333335
108072	5.2
10808	6.1
1081445	5.7
1082114	5.5
108217	6.7
10828	6.7
108497	6.0
10855	4.8
1085904	5.8
1085923	6.5
1088096	5.4
1088647	5.5
108952	4.8
1090	6.34
109026	5.0
10930	7.0
10943	6.84
109640	6.7
10965	6.590909
1096867	7.6
109692	5.6
109695	5.1
109745	6.9
1098	5.5
1098107	5.3
1098477	5.7
109857	5.8333335
109905	0.0
10995	5.7
109978	5.1
1099862	6.4
1100753	5.6
11012	5.9
11013	6.3
1101410	5.75
1102620	5.5
1103	6.3
11037	7.7
110427	7.1
11057	6.2
110618	6.4
110695	7.8
110726	4.4
1108	7.0
110834	5.0
1108711	5.8
11090	7.2
11091	6.1444445
1110102	5.0333333
1110343	8.0
111085	8.0
1111709	6.9
111247	5.6
1113116	6.0
1115066	7.1
11151	7.0
111588	5.6
111686	5.9
1117026	7.3
111745	5.3
11181	6.857143
111944	3.7
11218	7.425
1122434	6.2
112289	5.2
1124971	0.0
112630	6.4
112632	5.3
11266	6.35
1128	6.2
1128550	4.3
113225	5.7
1134201	4.9
11343	6.7666664
11357	5.9
113600	6.0
113641	5.4
113682	3.8
113733	4.6
1137903	6.2
113799	6.5
113907	6.0
114004	6.4
11401	6.2714286
1140160	4.8
1141683	7.1
11426	6.9
11435	7.3
114396	7.0
114404	6.2
1144092	6.0
11447	6.7999997
11448	5.7
114545	5.9
114596	5.4
114597	6.1000004
114614	6.5
114646	4.2
11472	6.25
1148217	5.6
1149038	4.8
114925	7.3
1150	6.5249996
1150712	5.0
1152	6.6142855
115226	4.8
115309	6.8
11558	6.7
115585	4.9
1155992	7.7
1156260	6.0
115627	4.7
115677	6.9
11572	7.8
115892	7.8
115999	6.3
116100	6.8
11614	5.8999996
1161761	5.0
116186	5.1
1162816	7.2
116330	7.3
116357	5.3
116370	2.2
1164825	0.0
11649	6.4
116653	5.8
1167470	6.2
11676	6.6
116805	5.925
116832	5.15
1169157	4.2
11694	6.7999997
11701	6.1666665
1170143	5.6
117052	5.6
117075	8.0
1171387	0.0
117168	4.3
11720	7.0
1174031	6.8
1176	6.9
11770	6.46
11777	5.0
117794	7.0
1179066	6.7
1179590	6.1
11805	8.0
11809	6.0
1182832	7.2
118303	7.0
1184351	3.4
118463	6.9
1184745	4.4
11873	5.5
1187357	6.0
1187609	4.2
1188585	3.5
11887	6.05
1191051	5.7
11916	5.9
1192754	7.0
1193602	6.4
119417	6.5
119419	3.9
1196522	6.6
119665	6.3
119819	6.0
11983	5.8
1199049	5.8
119953	5.6
1200528	5.7
1201	6.0125
1201090	8.0
120229	6.6
120245	5.6
120246	4.6
12028	5.5249996
120426	6.0
120515	8.1
12058	5.4
1206	5.8
120615	7.3
12079	7.4
12080	6.0
12095	6.4
12098	6.2
1210747	7.3
1211000	6.1
12112	6.3
12114	7.1000004
121473	6.9
1214860	6.3
1215	5.383333
121588	5.8
1216147	5.9
1216735	5.8
121873	6.8
1219158	7.0
1219210	5.4
1219769	5.8
12219	6.5
1223	6.809091
1223175	5.95
12238	7.45
122423	6.9
122449	7.2
122582	5.7
122728	4.9
122842	5.2
123150	7.7
1232592	6.6
123694	4.1
123912	4.8
123990	5.5
1241	6.15
1243	6.6857147
12453	6.4
124747	7.05
124748	5.9
124783	5.4
125044	2.8
12523	5.8750005
12524	5.5
125324	5.8
1255	6.75
125544	5.9
125637	6.2
125738	6.3000007
1257827	6.3
126125	7.5
1262197	5.5
1263110	4.6
12632	5.4
12640	6.1
12648	5.5
1265056	7.3
126597	7.6
126763	3.4
12677	6.5
1269	6.9
126910	6.1
126945	7.4
12698	4.6749997
1270	6.2333336
12708	5.3
1271	6.0
12714	5.3
1271492	3.0
1275019	0.5
127823	5.6
12786	5.825
127936	4.45
1280031	4.1
1280037	5.5
12804	5.8
12833	5.9
1283831	3.6
12840	7.0
1284099	6.7
1284493	7.3
12846	3.7
128712	4.1
12881	6.8500004
