19995	Avatar	12/10/09	28,12,14,878	en	en,es	237000000	2787965087	162	150.437577	7.2
285	Pirates of the Caribbean: At World's End	5/19/07	12,14,28	en	en	300000000	961000000	169	139.082615	6.9
206647	Spectre	10/26/15	28,12,80	en	fr,en,es,it,de	245000000	880674609	148	107.376788	6.3
49026	The Dark Knight Rises	7/16/12	28,80,18,53	en	en	250000000	1084939099	165	112.31295	7.6
49529	John Carter	3/7/12	28,12,878	en	en	260000000	284139100	132	43.926995	6.1
559	Spider-Man 3	5/1/07	14,28,12	en	en,fr	258000000	890871626	139	115.699814	5.9
38757	Tangled	11/24/10	16,10751	en	en	260000000	591794936	100	48.681969	7.4
99861	Avengers: Age of Ultron	4/22/15	28,12,878	en	en	280000000	1405403694	141	134.279229	7.3
767	Harry Potter and the Half-Blood Prince	7/7/09	12,14,10751	en	en	250000000	933959197	153	98.885637	7.4
209112	Batman v Superman: Dawn of Justice	3/23/16	28,12,14	en	en	250000000	873260194	151	155.790452	5.7
1452	Superman Returns	6/28/06	12,14,28,878	en	en,fr,de	270000000	391081192	154	57.925623	5.4
10764	Quantum of Solace	10/30/08	12,28,53,80	en	en,es,it,fr,de	200000000	586090727	106	107.928811	6.1
58	Pirates of the Caribbean: Dead Man's Chest	6/20/06	12,14,28	en	en,tr,el,zh	200000000	1065659812	151	145.847379	7
57201	The Lone Ranger	7/3/13	28,12,37	en	en	255000000	89289910	149	49.046956	5.9
49521	Man of Steel	6/12/13	28,12,14,878	en	en	225000000	662845518	143	99.398009	6.5
2454	The Chronicles of Narnia: Prince Caspian	5/15/08	12,10751,14	en	en	225000000	419651413	150	53.978602	6.3
24428	The Avengers	4/25/12	878,28,12	en	en	220000000	1519557910	143	144.448633	7.4
1865	Pirates of the Caribbean: On Stranger Tides	5/14/11	12,28,14	en	en,es	380000000	1045713802	136	135.413856	6.4
41154	Men in Black 3	5/23/12	28,35,878	en	en	225000000	624026776	106	52.035179	6.2
122917	The Hobbit: The Battle of the Five Armies	12/10/14	28,12,14	en	en	250000000	956019788	144	120.965743	7.1
1930	The Amazing Spider-Man	6/27/12	28,12,14	en	en	215000000	752215857	136	89.866276	6.5
20662	Robin Hood	5/12/10	28,12	en	en,th	200000000	310669540	140	37.668301	6.2
57158	The Hobbit: The Desolation of Smaug	12/11/13	12,14	en	en	250000000	958400000	161	94.370564	7.6
2268	The Golden Compass	12/4/07	12,14	en	is,en,ru,fr	180000000	372234864	113	42.990906	5.8
254	King Kong	12/14/05	12,18,28	en	en	207000000	550000000	187	61.22601	6.6
597	Titanic	11/18/97	18,10749,53	en	en,fr,de,sv,it,ru	200000000	1845034188	194	100.025899	7.5
271110	Captain America: Civil War	4/27/16	12,28,878	en	ro,en,de,ru	250000000	1153304495	147	198.372395	7.1
44833	Battleship	4/11/12	53,28,12,878	en	en,th	209000000	303025485	131	64.928382	5.5
135397	Jurassic World	6/9/15	28,12,878,53	en	en	150000000	1513528810	124	418.708552	6.5
37724	Skyfall	10/25/12	28,12,53	en	en	200000000	1108561013	143	93.004993	6.9
558	Spider-Man 2	6/25/04	28,12,14	en	en,ru,zh	200000000	783766341	127	35.149586	6.7
68721	Iron Man 3	4/18/13	28,12,878	en	en	200000000	1215439994	130	77.68208	6.8
12155	Alice in Wonderland	3/3/10	10751,14,12	en	en	200000000	1025491110	108	78.530105	6.4
36668	X-Men: The Last Stand	5/24/06	12,28,878,53	en	en	210000000	459359555	104	3.857526	6.3
62211	Monsters University	6/20/13	16,10751	en	en	200000000	743559607	104	89.186492	7
8373	Transformers: Revenge of the Fallen	6/19/09	878,28,12	en	en,es	150000000	836297228	150	21.939663	6
91314	Transformers: Age of Extinction	6/25/14	878,28,12	en	en	210000000	1091405097	165	116.840296	5.8
68728	Oz: The Great and Powerful	3/7/13	14,12,10751	en	en	200000000	491868548	130	46.985445	5.7
102382	The Amazing Spider-Man 2	4/16/14	28,12,14	en	en	200000000	705717432	142	89.270217	6.5
20526	TRON: Legacy	12/10/10	12,28,878	en	en	170000000	400062763	125	73.79505	6.3
49013	Cars 2	6/11/11	16,10751,12,35	en	en,ja,it,fr	200000000	559852396	106	49.98659	5.8
44912	Green Lantern	6/16/11	12,28,53,878	en	en	200000000	219851172	114	51.872839	5.1
10193	Toy Story 3	6/16/10	16,10751,35	en	en,es	200000000	1066969703	103	59.995418	7.6
534	Terminator Salvation	5/20/09	28,878,53	en	en,it	200000000	371353001	115	71.862892	5.9
168259	Furious 7	4/1/15	28	en	en	190000000	1506249360	137	102.322217	7.3
72190	World War Z	6/20/13	28,18,27,878,53	en	en	200000000	531865000	116	81.834855	6.7
127585	X-Men: Days of Future Past	5/15/14	28,12,14,878	en	en	250000000	747862775	131	118.078691	7.5
54138	Star Trek Into Darkness	5/5/13	28,12,878	en	en	190000000	467365246	132	78.291018	7.4
81005	Jack the Giant Slayer	2/27/13	28,10751,14	en	en	195000000	197687603	114	43.349855	5.5
64682	The Great Gatsby	5/10/13	18,10749	en	en	105000000	351040419	143	61.196071	7.3
9543	Prince of Persia: The Sands of Time	5/19/10	12,14,28,10749	en	en	150000000	335154643	116	62.169881	6.2
68726	Pacific Rim	7/11/13	28,878,12	en	en	180000000	407602906	131	56.523205	6.7
38356	Transformers: Dark of the Moon	6/28/11	28,878,12	en	en	195000000	1123746996	154	28.529607	6.1
217	Indiana Jones and the Kingdom of the Crystal Skull	5/21/08	12,28	en	en,de,ru	185000000	786636033	122	75.674458	5.7
105864	The Good Dinosaur	11/14/15	12,16,10751	en	en	175000000	331926147	93	51.692953	6.6
62177	Brave	6/21/12	16,12,35,10751,28,14	en	en	185000000	538983207	93	125.114374	6.7
188927	Star Trek Beyond	7/7/16	28,12,878	en	en	185000000	343471816	122	65.352913	6.6
10681	WALL·E	6/22/08	16,10751	en	en	180000000	521311860	98	66.390712	7.8
5174	Rush Hour 3	8/8/07	28,35,80,53	en	la,en,fr,ja,zh	140000000	258022233	91	22.57178	6.1
14161	2012	10/10/09	28,12,878	en	en,fr,hi,it,la,zh,pt,ru,bo	200000000	769653595	158	45.274225	5.6
17979	A Christmas Carol	11/4/09	16,18	en	en	200000000	325233863	96	39.744242	6.6
76757	Jupiter Ascending	2/4/15	878,14,28,12	en	en	176000003	183987723	124	85.36908	5.2
258489	The Legend of Tarzan	6/29/16	28,12	en	en	180000000	356743061	109	42.741719	5.5
411	"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"	12/7/05	12,10751,14	en	en,de	180000000	748806957	143	67.391328	6.7
246655	X-Men: Apocalypse	5/18/16	878	en	en	178000000	543934787	144	139.272042	6.4
